ld,cs,t0
(9.098232931726908+0j),(7.977433551149602+0j),(-0.06306716438426184-0.2430837245905006j)
(9.107309236947792+0j),(8.409892022745783+0j),(-0.0663535961981417-0.24889916928289588j)
(9.116385542168675+0j),(8.879144227151588+0j),(-0.06991654438185307-0.2550063160071794j)
(9.125461847389559+0j),(9.389414461857891+0j),(-0.07378753710059201-0.2614248199181186j)
(9.134538152610443+0j),(9.945535291866676+0j),(-0.0780026193796687-0.26817570872392454j)
(9.143614457831326+0j),(10.553052144683432+0j),(-0.08260312637783579-0.275281401279569j)
(9.15269076305221+0j),(11.218348546818667+0j),(-0.08763660857947742-0.28276568641927696j)
(9.161767068273093+0j),(11.948796490849821+0j),(-0.0931579417663727-0.29065364207631356j)
(9.170843373493977+0j),(12.752937438512202+0j),(-0.09923066201006815-0.29897146640960864j)
(9.17991967871486+0j),(13.640700693325739+0j),(-0.10592857481598889-0.307746180891725j)
(9.188995983935744+0j),(14.623667336993577+0j),(-0.11333769808312774-0.31700514865904866j)
(9.198072289156627+0j),(15.715389618333157+0j),(-0.12155861069384066-0.3267753278018767j)
(9.20714859437751+0j),(16.931777568988792+0j),(-0.13070929195348605-0.3370821457011694j)
(9.216224899598394+0j),(18.291566565421043+0j),(-0.14092855072273586-0.347947832747849j)
(9.225301204819278+0j),(19.816881262010785+0j),(-0.15238015461668372-0.35938898577402073j)
(9.234377510040161+0j),(21.53391217507906+0j),(-0.16525777443931713-0.3714130348098743j)
(9.243453815261045+0j),(23.4737200304963+0j),(-0.17979084823632283-0.3840131496795212j)
(9.252530120481929+0j),(25.673177630980405+0j),(-0.1962514267209213-0.3971609298897918j)
(9.261606425702812+0j),(28.176045548090656+0j),(-0.2149619581884495-0.4107959526580523j)
(9.270682730923696+0j),(31.034149514247535+0j),(-0.23630375516603042-0.4248108878789045j)
(9.27975903614458+0j),(34.30857211339317+0j),(-0.2607254689536731-0.43903040759446305j)
(9.288835341365463+0j),(38.07066932897615+0j),(-0.2887501347760908-0.4531815248251854j)
(9.297911646586346+0j),(42.40254154565842+0j),(-0.3209780028564444-0.4668523583947421j)
(9.30698795180723+0j),(47.39627989943808+0j),(-0.35808008197974256-0.4794358527155884j)
(9.316064257028112+0j),(53.15080630550403+0j),(-0.40077361188562105-0.4900552253591166j)
(9.325140562248995+0j),(59.76436065661925+0j),(-0.4497650621604589-0.4974700503751532j)
(9.334216867469879+0j),(67.31965089746963+0j),(-0.505638685383809-0.4999682042161706j)
(9.343293172690762+0j),(75.85758240555292+0j),(-0.5686607547117176-0.4952632640953873j)
(9.352369477911646+0j),(85.3351107082342+0j),(-0.6384672962756837-0.4804443858159881j)
(9.36144578313253+0j),(95.56504239189366+0j),(-0.7136206621197642-0.4520688141373098j)
(9.370522088353413+0j),(106.14395395242224+0j),(-0.7910827163634055-0.40653517957798097j)
(9.379598393574296+0j),(116.39223068594842+0j),(-0.8657843209079804-0.34088389603776764j)
(9.38867469879518+0j),(125.35478437808476+0j),(-0.9306503452418506-0.25404779106119946j)
(9.397751004016063+0j),(131.92264768310946+0j),(-0.9775201151705186-0.14823811793035757j)
(9.406827309236947+0j),(135.09783135747784+0j),(-0.9991167666632806-0.029706114447904046j)
(9.41590361445783+0j),(134.32238788427532+0j),(-0.9914677847623523+0.09197508652230661j)
(9.424979919678714+0j),(129.69684445987613+0j),(-0.9554825385425132+0.20624174427808759j)
(9.434056224899598+0j),(121.94409529963275+0j),(-0.8966399142440007+0.30442860974046415j)
(9.443132530120481+0j),(112.14215311077042+0j),(-0.8229831295795103+0.38168298102879206j)
(9.452208835341365+0j),(101.39394968548179+0j),(-0.7426764219255803+0.43715918638568924j)
(9.461285140562248+0j),(90.59448461348201+0j),(-0.6623014536287899+0.47292519297451446j)
(9.470361445783132+0j),(80.3457404854582+0j),(-0.5862514914757742+0.49250449766291926j)
(9.479437751004015+0j),(70.97996278065109+0j),(-0.5169217684054975+0.49971357171286684j)
(9.488514056224899+0j),(62.629361449647156+0j),(-0.4552351474331978+0.49799207621675323j)
(9.497590361445782+0j),(55.2988522123316+0j),(-0.4011838676538129+0.49013811521666095j)
(9.506666666666666+0j),(48.92308476517384+0j),(-0.3542513485510134+0.4782858252141724j)
(9.51574297188755+0j),(43.4047071211031+0j),(-0.3136935842771681+0.4639934476482522j)
(9.524819277108433+0j),(38.63733863862+0j),(-0.2787070330817949+0.4483630479784637j)
(9.533895582329317+0j),(34.51800831017548+0j),(-0.24851874905658708+0.4321541165185589j)
(9.5429718875502+0j),(30.953040839137213+0j),(-0.2224284031355935+0.4158773961327345j)
(9.552048192771084+0j),(27.860172785444504+0j),(-0.19982278510684787+0.3998670274716213j)
(9.561124497991967+0j),(25.168659178598872+0j),(-0.18017575282826226+0.3843337754101651j)
(9.57020080321285+0j),(22.818412432776597+0j),(-0.16304126531182883+0.36940331768589557j)
(9.579277108433734+0j),(20.758756969759332+0j),(-0.1480437520094117+0.35514335063518715j)
(9.588353413654618+0j),(18.94710771018001+0j),(-0.1348680473748627+0.34158257738379233j)
(9.597429718875501+0j),(17.347722597519443+0j),(-0.12324996368695165+0.3287239117224617j)
(9.606506024096385+0j),(15.930592243246792+0j),(-0.11296794144807609+0.31655360628661317j)
(9.615582329317268+0j),(14.670483967350417+0j),(-0.10383588574326344+0.3050475283872586j)
(9.624658634538152+0j),(13.54613495621932+0j),(-0.09569713593433436+0.2941754478339413j)
(9.633734939759035+0j),(12.539579418200885+0j),(-0.08841944740243458+0.2839039427755147j)
(9.642811244979919+0j),(11.635591460265207+0j),(-0.08189084360352573+0.27419834670805115j)
(9.651887550200803+0j),(10.82122557415554+0j),(-0.07601619994156174+0.2650240315292299j)
(9.660963855421686+0j),(10.085438276846402+0j),(-0.07071443461611004+0.25634723199799514j)
(9.67004016064257+0j),(9.418776633721542+0j),(-0.06591619872064199+0.24813555462058j)
(9.679116465863453+0j),(8.813121620081809+0j),(-0.06156197501087073+0.24035827059544188j)
(9.688192771084337+0j),(8.261476325271603+0j),(-0.05760051037885536+0.232986462231072j)
(9.69726907630522+0j),(7.757790789913355+0j),(-0.053987520601052434+0.2259930711778646j)
(9.706345381526104+0j),(7.296816776416705+0j),(-0.050684617317246265+0.2193528820978894j)
(9.715421686746987+0j),(6.873987024700318+0j),(-0.04765841661037103+0.21304246510159272j)
(9.724497991967871+0j),(6.485314570613331+0j),(-0.044879796249888394+0.20704009307005466j)
(9.733574297188754+0j),(6.127308538435336+0j),(-0.04232327490367893+0.20132564492658792j)
(9.742650602409638+0j),(5.796903493853319+0j),(-0.03996649166779657+0.19588050237725166j)
(9.751726907630522+0j),(5.491399988874568+0j),(-0.03778976833068886+0.19068744515620772j)
(9.760803212851405+0j),(5.208414369828931+0j),(-0.03577574006529984+0.1857305480745694j)
(9.769879518072289+0j),(4.945836274345059+0j),(-0.033909042883096166+0.1809950819603906j)
(9.778955823293172+0j),(4.701792529588844+0j),(-0.03217604831388061+0.17646741973742186j)
(9.788032128514056+0j),(4.474616395635251+0j),(-0.030564637495809285+0.17213494831253487j)
(9.79710843373494+0j),(4.262821285430794+0j),(-0.0290640082525214+0.16798598654893437j)
(9.806184738955823+0j),(4.065078245069362+0j),(-0.027664509863702544+0.16400970933973286j)
(9.815261044176706+0j),(3.880196602005466+0j),(-0.026357501153750986+0.16019607762576774j)
(9.82433734939759+0j),(3.707107289883828+0j),(-0.02513522827171701+0.15653577409475983j)
(9.833413654618473+0j),(3.5448484413169026+0j),(-0.023990719147484504+0.1530201442368652j)
(9.842489959839357+0j),(3.392552907714747+0j),(-0.022917692110516166+0.14964114240022278j)
(9.85156626506024+0j),(3.2494374210018857+0j),(-0.021910476569508227+0.14639128247954267j)
(9.860642570281124+0j),(3.114793158004495+0j),(-0.020963943990821795+0.14326359287401488j)
(9.869718875502008+0j),(2.9879775062868497+0j),(-0.020073447694159197+0.1402515753630919j)
(9.878795180722891+0j),(2.868406861712102+0j),(-0.019234770216440735+0.13734916756632146j)
(9.887871485943775+0j),(2.7555503141919337+0j),(-0.018444077188054228+0.1345507086742219j)
(9.896947791164658+0j),(2.6489240999173913+0j),(-0.01769787682661389+0.13185090815934447j)
(9.906024096385542+0j),(2.548086716611048+0j),(-0.016992984287864242+0.1292448171992078j)
(9.915100401606425+0j),(2.4526346136290007+0j),(-0.016326490226003406+0.12672780256480273j)
(9.924176706827309+0j),(2.3621983815896037+0j),(-0.015695733010317972+0.12429552274956161j)
(9.933253012048192+0j),(2.276439377026186+0j),(-0.015098274124672479+0.12194390613363477j)
(9.942329317269076+0j),(2.195046726699196+0j),(-0.01453187634363562+0.11966913099696556j)
(9.95140562248996+0j),(2.1177346639380885+0j),(-0.013994484335916518+0.1174676072118961j)
(9.960481927710843+0j),(2.0442401559454275+0j),(-0.013484207394030681+0.11533595946184974j)
(9.969558232931726+0j),(1.9743207865797276+0j),(-0.012999304030153503+0.11327101184718505j)
(9.97863453815261+0j),(1.9077528638890446+0j),(-0.012538168213056703+0.11126977375243377j)
(9.987710843373494+0j),(1.8443297257350826+0j),(-0.012099317050894617+0.10932942686119117j)
(9.996787148594377+0j),(1.7838602203263796+0j),(-0.011681379750146126+0.10744731321572915j)
(10.00586345381526+0j),(1.72616734146712+0j),(-0.011283087702944753+0.10562092422826269j)
(10.014939759036144+0j),(1.6710870008955692+0j),(-0.010903265573863527+0.10384789055965139j)
(10.024016064257028+0j),(1.6184669222987196+0j),(-0.010540823273447332+0.10212597278932174j)
(10.033092369477911+0j),(1.5681656435005726+0j),(-0.010194748719792254+0.10045305280743114j)
(10.042168674698795+0j),(1.5200516149736074+0j),(-0.009864101301579107+0.09882712586679476j)
(10.051244979919678+0j),(1.4740023842548187+0j),(-0.009548005966457366+0.09724629323795257j)
(10.060321285140562+0j),(1.4299038570918208+0j),(-0.009245647867786462+0.09570875541606086j)
(10.069397590361445+0j),(1.3876496272258678+0j),(-0.008956267510657846+0.09421280583304682j)
(10.078473895582329+0j),(1.3471403676607703+0j),(-0.00867915634501658+0.09275682503274538j)
(10.087550200803213+0j),(1.3082832770908388+0j),(-0.008413652759729702+0.09133927527065448j)
(10.096626506024096+0j),(1.2709915758787986+0j),(-0.00815913843669971+0.08995869550338353j)
(10.10570281124498+0j),(1.235184046606089+0j),(-0.007915035028737602+0.08861369673606592j)
(10.114779116465863+0j),(1.2007846147703305+0j),(-0.007680801128947359+0.087302957698837j)
(10.123855421686747+0j),(1.1677219656904227+0j),(-0.007455929502922844+0.0860252208260478j)
(10.13293172690763+0j),(1.1359291941075467+0j),(-0.00723994455818268+0.0847792885142186j)
(10.142008032128514+0j),(1.1053434833472051+0j),(-0.0070324000280206495+0.08356401963684217j)
(10.151084337349397+0j),(1.0759058112395503+0j),(-0.006832876849373978+0.08237832629603048j)
(10.16016064257028+0j),(1.047560680290024+0j),(-0.006640981216462568+0.08122117079275058j)
(10.169236947791164+0j),(1.0202558698520987+0j),(-0.006456342793847731+0.08009156279893695j)
(10.178313253012048+0j),(0.9939422082848223+0j),(-0.006278613074243125+0.07898855671619193j)
(10.187389558232931+0j),(0.968573363282874+0j),(-0.006107463867905048+0.07791124920707716j)
(10.196465863453815+0j),(0.9441056487486071+0j),(-0.005942585911754624+0.07685877688615685j)
(10.205542168674699+0j),(0.9204978467379009+0j),(-0.0057836875875669986+0.07583031415902497j)
(10.214618473895582+0j),(0.8977110431559187+0j),(-0.005630493739613964+0.07482507119851028j)
(10.223694779116466+0j),(0.8757084760076648+0j),(-0.005482744583084388+0.07384229204812813j)
(10.23277108433735+0j),(0.8544553951237043+0j),(-0.005340194695447227+0.07288125284366305j)
(10.241847389558233+0j),(0.8339189323839071+0j),(-0.005202612083668441+0.07194126014447695j)
(10.250923694779116+0j),(0.8140679815547037+0j),(-0.005069777320866647+0.07102164936681964j)
(10.26+0j),(0.7948730869378084+0j),(-0.0049414827465925236+0.07012178331201832j)
